episome	episomes
snitch	snitched|snitching|snitches
slopwork	slopworks
company	companied|companies|companying
pyromaniac	pyromaniacs
lowering	lowered|lowers|lower
rubato	rubatos
defrost	defrosts|defrosted|defrosting
thunderclap	thunderclaps
afterburner	afterburners
er	ers
depot	depots
demonstration	demonstrations
incise	incises|incising|incised
rodman	rodmen
smiter	smiters
billet	billets|billeting|billeted
addle	addles|addled|addling
getting	gotten|got|gets|get|gettings
cambric	cambrics
turtling	turtlings|turtled|turtle|turtles
sludge	sludged|sludges|sludging
workhouse	workhouses|workhoused
decoy	decoys|decoying|decoyed
franc	francs
alleger	allegers
cargo	cargoes|cargos
indigene	indigenes
colour	colouring|colours|coloured
barbiturate	barbiturates
missive	missives
whitewash	whitewashing|whitewashes|whitewashed
disentanglement	disentanglements
shears	sheared|shearing|shorn|shear
shikar	shikars|shikarred|shikarring
lagoon	lagoons
digitalized	digitalizing|digitalize
subbase	subbases
unexamined	unexamining
employer	employers
biweekly	biweeklies
titan	titans
atlas	atlantes
bechamel	bechamels
dismals	dismal
subahdar	subahdars
absorb	absorbed|absorbs|absorbing
dilettante	dilettantes
glucagon	glucagons
heathenise	heathenised|heathenising
select	selects|selecting|selected
woodland	woodlands
amalgamation	amalgamations
baster	basters
epoxy	epoxying|epoxies|epoxied
missal	missals
puccoon	puccoons
clobber	clobbered|clobbering|clobbers
shrunk	shrunken|shrinking|shrinks|shrink
intellect	intellects|intellected
tricorne	tricornes
prise	prises|prising|prised
durum	durums
redox	redoxes
dragon	dragons
dactylology	dactylologies
overture	overturing|overtures|overtured
ruination	ruinations
penman	penmen
tubule	tubules
sororate	sororates
discovery	discoveries
obtain	obtains|obtained|obtaining
alyssum	alyssums
marish	marishes
yttrium	yttriums
oolong	oolongs
catholic	catholics
unappalled	unappalling
clupeid	clupeids
reprimand	reprimanded|reprimanding|reprimands
labor	labors
panjandrum	panjandrums
deal	dealing|deals|dealt
malignity	malignities
daybreak	daybreaks
slaverer	slaverers
screwball	screwballs
copulate	copulates|copulated|copulating
conveyance	conveyancing|conveyances
socket	socketed|socketing|sockets
rem	rems
wright	wrights
summarization	summarizations
renewal	renewals
songster	songsters
arouse	aroused|arouses|arousing
helot	helots
alleyway	alleyways
losel	losels
conjunction	conjunctions
ferocity	ferocities
gold	golding|golds
rareness	rarenesses
derogation	derogations
locomote	locomoting|locomoted|locomotes
steeplejack	steeplejacks
lew	lewing
abalone	abalones
absorbency	absorbencies
legion	legioned|legions
triduum	triduums
daunting	daunt|daunted|daunts
interpenetrate	interpenetrated|interpenetrating
larum	larums
prevailing	prevailed|prevail|prevails
scheduler	schedulers
ritual	rituals
marplot	marplots
uncleared	unclearing|unclear
numismatist	numismatists
feist	feists
liaise	liaises|liaising|liaised
vapouring	vapoured|vapour|vapours
coup	coups|couping|couped
mauve	mauves
warner	warners
apiary	apiaries
visual	visuals
steenbok	steenboks
fragment	fragmenting|fragments|fragmented
fail	fails|failing|failed
eatery	eateries
counterspy	counterspying|counterspies
linac	linacs
diplomat	diplomats
bedaub	bedaubs|bedaubed|bedaubing
pussyfoot	pussyfoots|pussyfooting|pussyfooted
diagnostic	diagnostics
ensoul	ensouls|ensouled|ensouling
harassment	harassments
outward	outwards
brand	brands|branding|branded
tropine	tropines
succulent	succulents
befog	befogged|befogging|befogs
melodist	melodists
footprint	footprints
debauchee	debauchees
powers	power|powered|powering
darkey	darkeys
oxter	oxters
trabeate	trabeated
oxyacid	oxyacids
bashaw	bashaws
brightener	brighteners
golf	golfs|golfing|golfed
floorage	floorages
judge	judges|judged|judging
arbiter	arbiters
artillerist	artillerists
find	finding|found|finds
collegian	collegians
relay	relaying|relayed|relays
impregnation	impregnations
wales	wale|waled|waling
absolution	absolutions
bourne	bournes
ouch	ouches
snuffer	snuffers
flatulency	flatulencies
nobleman	noblemen
brookings	brooking
anthropomorphize	anthropomorphizing|anthropomorphized
raising	raises|raise|raised|raisings
menad	menads
apposition	appositions
gyroscopic	gyroscopics
kopeck	kopecks
crus	cru
earthed	earth|earths|earthing
mainsail	mainsails
pressing	pressed|press|presses|pressings
circulate	circulates|circulating|circulated
gee	gees|geed
transvestite	transvestites
hackle	hackles|hackled|hackling
pistachio	pistachios
videodisc	videodiscs
during	dure|dures|dured
insurgency	insurgencies
franca	francas
dissected	dissect|dissecting|dissects
letch	letches
charivari	charivaris|charivaried|charivariing
neddy	neddies
dread	dreads|dreaded|dreading
graving	graven|graves|grave
cant	cants|canting|canted
rag	ragging|ragged|rags
smudge	smudging|smudges|smudged
firmness	firmnesses
acoustics	acoustic
ratan	ratans
hem	hemmed|hems|hemming|hummed
arroyo	arroyos
litigation	litigations
ukulele	ukuleles
landing	land|landed|lands|landings
wen	wens
evenfall	evenfalls
intercorrelation	intercorrelations
keyword	keywords
subculture	subcultured|subculturing|subcultures
orgiac	orgiacs
annals	annal
simplex	simplexed|simplices|simplexes
jointer	jointers
scintillate	scintillated|scintillates|scintillating
afghan	afghans
curator	curators
combine	combining|combines|combined
wheezing	wheezes|wheezed|wheeze
gesticulation	gesticulations
forefeel	forefeels|forefeeling
triplicity	triplicities
bankroll	bankrolls|bankrolling|bankrolled
dewlap	dewlaps|dewlapped
activated	activates|activate|activating
victorian	victorians
tailless	tailles
commendatory	commendatories
gammer	gammers
milliard	milliards
runway	runways
saviour	saviours
dyeing	dyed|dyes|dyeings|dye
stoat	stoating|stoats
muteness	mutenesses
ordinate	ordinated|ordinates|ordinating
refound	refounds|refounding|refounded
dingle	dingles|dingling|dingled
foliage	foliaged|foliages|foliaging
entoderm	entoderms
grimness	grimnesses
moorage	moorages
peculator	peculators
trilobed	trilobe
vaporizer	vaporizers
respond	responds|responded|responding
glimmer	glimmering|glimmers|glimmered
spent	spending|spend|spends
overgild	overgilds|overgilding|overgilded
triplication	triplications
laryngoscopy	laryngoscopies
calfskin	calfskins
carrot	carrots
chevalier	chevaliers
haji	hajis
pent	penning|pens|penned|pen
ethane	ethanes
audiology	audiologies
monkey	monkeyed|monkeys|monkeying
labouring	labours|laboured|labour
enchantress	enchantresses
piastre	piastres
punch	punching|punches|punched
carotene	carotenes
calque	calques|calqued|calquing
swannery	swanneries
copra	copras
domination	dominations
blowzed	blowzing|blowze
eloign	eloigning|eloigns|eloigned
abdication	abdications
bayonet	bayonets|bayoneting|bayoneted
telescope	telescoping|telescopes|telescoped
talion	talions
plough	ploughs|ploughed|ploughing
hakeem	hakeems
week	weeks
dictator	dictators
metalwork	metalworking|metalworks
oral	orals
counterbalance	counterbalanced|counterbalancing|counterbalances
unfleshed	unflesh
travail	travails|travailing|travailed
roentgen	roentgens
fortieth	fortieths
fireman	firemen
whiplash	whiplashes
commodore	commodores
incipit	incipits
tooling	tools|tooled|toolings|tool
bilobed	bilobe
complexioned	complexions|complexion
ungarmented	ungarment
sweet	sweeting|sweets
kibitz	kibitzed|kibitzing|kibitzes
tweezer	tweezers
grabber	grabbers
recap	recaps
times	time|timing|timed
swum	swim|swam|swimming|swims
hallucinate	hallucinates|hallucinated|hallucinating
untired	untire|untiring
oleander	oleanders
drudge	drudges|drudging|drudged
shipway	shipways
particle	particles|particled
slowness	slownesses
triglyph	triglyphed|triglyphs
papain	papains
deify	deifying|deified|deifies
eloper	elopers
splendor	splendors
stemson	stemsons
lune	lunes
etherify	etherifies|etherifying|etherified
contralto	contralti|contraltos
acquest	acquests
enlistment	enlistments
devotion	devotions
termes	termed|terming
maladapt	maladapted
dolomitize	dolomitized|dolomitizing
opt	opts|opting|opted
continuity	continuities
curie	curies
gustable	gustables
victrix	victrices
housewarming	housewarmings|housewarm
braided	braid|braids|braiding
limacon	limacons
latakia	latakias
jipijapa	jipijapas
veep	veeps
strikeout	strikeouts
prehistoric	prehistorics
startling	startle|startles|startled
reflect	reflecting|reflected|reflects
denial	denials
edentate	edentates
deepness	deepnesses
joker	jokers
unchain	unchaining|unchains|unchained
syncarpy	syncarpies
fantasm	fantasms
ravel	ravelling|ravels|ravelled
gearing	gearings|gears|gear|geared
strengthening	strengthens|strengthen|strengthened
restore	restored|restoring|restores
horizon	horizons
anna	annas
certified	certifying|certify|certifies
placarder	placarders
hillock	hillocks|hillocked
quasar	quasars
furl	furling|furls|furled
reindeer	reindeers
ventricle	ventricles
undecaying	undecayed
tenterhooks	tenterhook
carrier	carriers
journeyman	journeymen
crucian	crucians
manege	maneges
borate	borates|borating|borated
counsellor	counsellors
untempered	untemper
taxonomy	taxonomies
leverage	leverages|leveraged|leveraging
impairment	impairments
drugstore	drugstores
midpoint	midpoints
briefs	brief|briefing|briefed
scurvy	scurvies|scurvied
phonemics	phonemic
unicell	unicelled
mountain	mountains|mountained
mansion	mansioned|mansions
missionary	missionaries
owlet	owlets
patsy	patsies
meditation	meditations
checkerboard	checkerboarding|checkerboards|checkerboarded
fluorocarbon	fluorocarbons
disagreement	disagreements
pose	posed|poses|posing
headpiece	headpieces
lineaments	lineament
diploid	diploids
unsainted	unsaint
upkeep	upkeeps
drub	drubs|drubbed|drubbing
precancel	precancelled|precancels|precancelling
explicator	explicators
operetta	operettas
chippy	chippies
apetaly	apetalies
unbribed	unbribing
approve	approving|approved|approves
supernaturalise	supernaturalising|supernaturalised
disprove	disproved|disproves|disproving
curette	curettes|curetted|curetting
active	actives
untainted	untaint|untainting
coney	coneys
goddamned	goddamns|goddamning|goddamn
introducer	introducers
nest	nests|nesting|nested
chokeberry	chokeberries
pretence	pretenced|pretences
unclog	unclogged|unclogs|unclogging
allogamy	allogamies
somebody	somebodies
hatchery	hatcheries
kersey	kerseys
conducting	conducts|conduct|conducted
sapor	sapors
clap	clapping|claps|clapped
outbreaking	outbreaks|outbreak
servomotor	servomotors
unalluring	unallured
lambert	lamberts
monitory	monitories
urinary	urinaries
lawyer	lawyering|lawyers
infiltrate	infiltrates|infiltrating|infiltrated
industries	industry
iridium	iridiums
hen	hens
rug	rugs|rugging|rugged
transom	transoms
cycad	cycads
librettist	librettists
taking	took|takes|taken|takings|take
nabla	nablas
vanquisher	vanquishers
smoothing	smooths|smooth|smoothed
postmaster	postmasters
pinniped	pinnipeds
opah	opahs
ab	abed|abs
scrawl	scrawled|scrawling|scrawls
crosstrees	crosstree
dropwort	dropworts
paralyse	paralyses|paralysed|paralysing
respiration	respirations
stupidity	stupidities
adduce	adducing|adduces|adduced
barnstorm	barnstormed|barnstorming|barnstorms
swob	swobs|swobbed|swobbing
condole	condoling|condoles|condoled
littoral	littorals
orlop	orlops
heading	heads|headings|headed|head
spacewoman	spacewomen
zymurgy	zymurgies
ceruse	ceruses
footless	footles
outnumber	outnumbered|outnumbering|outnumbers
incumbrance	incumbrances
rubberize	rubberizes|rubberized|rubberizing
rapacity	rapacities
mistakes	mistaking|mistook|mistake|mistaken
syllabify	syllabifies|syllabified|syllabifying
enlightenment	enlightenments
bushman	bushmen
pattern	patterning|patterned|patterns
fossilate	fossilated
march	marches|marched|marching
modicum	modicums
pedate	pedated
supervene	supervenes|supervening|supervened
mercery	merceries
sesame	sesames
known	knowing|knowns|knows|knew|know
kerning	kerne|kerns|kerned
ponderer	ponderers
classmate	classmates
muggar	muggars
coalbin	coalbins
shake	shook|shaken|shakes|shaking
ocellate	ocellated
scabbard	scabbards|scabbarding|scabbarded
popedom	popedoms
unconstrained	unconstraining
creamery	creameries
foss	fosses|fossed
geometrician	geometricians
heritability	heritabilities
rival	rivals|rivalled|rivalling
velveteen	velveteened|velveteens
flume	flumes|flumed|fluming
connective	connectives
surtax	surtaxed|surtaxing|surtaxes
how	hows
circulation	circulations
pandowdy	pandowdies
hurray	hurrayed|hurraying|hurrays
formulise	formulised|formulising
faced	faces|face|facing
chitterling	chitterlings
globulin	globulins
suffocating	suffocates|suffocate|suffocated
doolie	doolies
lapwing	lapwings
mr	mrs
evader	evaders
decrement	decrementing|decrements|decremented
opsin	opsins
admix	admixes|admixing|admixed
insomnia	insomnias
theorist	theorists
sturdy	sturdied
sympathise	sympathised|sympathising
disperser	dispersers
ironclad	ironclads
deism	deisms
tentacle	tentacled|tentacles
compunction	compunctions
jaunt	jaunting|jaunts|jaunted
wastry	wastries
flic	flics|flicking|flicked
impacted	impacting|impacts|impact
agriculturist	agriculturists
tableau	tableaus|tableaux
bituminize	bituminizing|bituminized
cesspool	cesspools
daughter	daughters
ecliptic	ecliptics
pedestrianise	pedestrianised|pedestrianising
hyperon	hyperons
peppermint	peppermints
gangue	gangues
railing	rail|railed|rails|railings
typeface	typefaces
demented	dement|dementing|dements
kevel	kevels
norland	norlands
stigma	stigmas|stigmata
dratted	drats|dratting|drat
teasing	tease|teases|teased
attribution	attributions
panties	panty
revisionist	revisionists
autopilot	autopilots
synthesizer	synthesizers
undiscerning	undiscerned
earful	earfuls
condoner	condoners
expatiate	expatiates|expatiated|expatiating
kalpa	kalpas
narcotize	narcotized|narcotizes|narcotizing
italic	italics
menorah	menorahs
herself	themselves
text	texts
exe	exing|exes
capillary	capillaries
proband	probands
recrimination	recriminations
plucked	pluck|plucking|plucks
discommon	discommons|discommoning|discommoned
countenance	countenancing|countenances|countenanced
proceedings	proceeding
midline	midlines
sos	soss|so
fomentation	fomentations
decontaminate	decontaminates|decontaminating|decontaminated
with	withing|withed
boer	boers
incantation	incantations
pompom	pompoms
pastelist	pastelists
emasculate	emasculates|emasculating|emasculated
flagstaff	flagstaffs
jasmine	jasmines|jasmined
phalange	phalanges
kermess	kermes|kermesses
cardinality	cardinalities
confessor	confessors
tibia	tibias
wick	wicked|wicking|wicks
burton	burtons
mesmerize	mesmerized|mesmerizing|mesmerizes
trucker	truckers
authoring	authored
intumesce	intumesced|intumescing
butane	butanes
rosewood	rosewoods
cytologist	cytologists
pyrography	pyrographies
uninvited	uninvite|uninviting
subovate	subovated
overpitch	overpitched
poplar	poplars
lattice	latticing|lattices|latticed
choriocarcinoma	choriocarcinomas
reaper	reapers
acerbity	acerbities
overtaken	overtaking|overtook|overtakes|overtake
spend	spending|spent|spends
lectureship	lectureships
wishbone	wishbones
gasper	gaspers
hunk	hunks
pediculate	pediculated
emeer	emeers
blunder	blundering|blunders|blundered
fice	fices
fibroma	fibromas
heeltap	heeltaps
avowal	avowals
proof-reading	proofreads|proofreading|proofread
cytology	cytologies
abrogate	abrogates|abrogated|abrogating
griskin	griskins
metallurgist	metallurgists
doited	doits|doit
handfast	handfasting|handfasts|handfasted
errhine	errhines
histrionic	histrionics
isotopy	isotopies
keystone	keystoned|keystones
intercommunicate	intercommunicated|intercommunicates|intercommunicating
endorsement	endorsements
redneck	rednecks
paralyze	paralyzes|paralyzing|paralyzed
lazar	lazars
reprogramming	reprograms|reprogram|reprogrammed
luau	luaus
holystone	holystoning|holystones|holystoned
