mucopolysaccharide	mucopolysaccharides
reflecting	reflectings
reflectometer	reflectometers
reflector	reflectors
reflex	reflexed|reflexing|reflexes
reflexive	reflexives
reflexograph	reflexographs
refloat	refloating|refloats|refloated
reflourish	reflourished|reflourishing|reflourishes
reflow	reflows|reflowing|reflowed
reflowing	reflowings
reflux	refluxes|refluxed|refluxing
refluxing	refluxings
refolding	refoldings
reforge	reforged|reforging|reforges
reformat	reformatting|reformats|reformatted
reformatory	reformatories
reformatting	reformattings
reformer	reformers
reforming	reformings
reformist	reformists
refortify	refortifies|refortified|refortifying
refracting	refractings
refractometer	refractometers
refractor	refractors
refractory	refractories
refrain	refrains|refraining|refrained
reframing	reframings
refreeze	refreezing|refrozen|refreezes|refroze
refresh	refreshes
refresher	refreshers
refreshing	refreshings
refrigerant	refrigerants
refrigerate	refrigerating|refrigerated|refrigerates
refrigerator	refrigerators
refrigeratory	refrigeratories
reft	refts
refuel	refuels|refueling|refueled
refuge	refuged|refuging|refuges
refugee	refugeeing|refugees|refugeed
refund	refunded|refunds|refunding
refundable	refundables
refurbish	refurbishing|refurbishes|refurbished
refurnish	refurnishes|refurnishing|refurnished
refuse	refusing|refuses|refused
refutal	refutals
refute	refuting|refuted|refutes
refuter	refuters
regal	regals
regale	regaling|regaled|regales
regalist	regalists
regality	regalities
regarding	regardings
regelate	regelated|regelates|regelating
regenerate	regenerates|regenerating|regenerated
regenerator	regenerators
regent	regents
regentship	regentships
regerminate	regerminated|regerminating|regerminates
reget	regets|regetting|regot
regicide	regicides
regild	regilds|regilded|regilding
regime	regimes
regiment	regimenting|regimented|regiments
regional	regionals
regionalise	regionalised|regionalising|regionalises
regionalist	regionalists
regionalize	regionalized|regionalizes|regionalizing
register	registers|registered|registering
registrar	registrars
reglet	reglets
regnant	regnants
regorge	regorges|regorging|regorged
regosol	regosols
regrading	regradings
regrant	regranted|regrants|regranting
regrate	regrating|regrates|regrated
regrater	regraters
regrating	regratings
regress	regresses|regressing|regressed
regressand	regressands
regressor	regressors
regret	regretted|regrets|regretting
regrind	regrinds|regrinding|reground
regrinding	regrindings
regrouping	regroupings
regular	regulars
regularise	regularises|regularised|regularising
regularize	regularizes|regularizing|regularized
regulate	regulated|regulates|regulating
regulator	regulators
regurgitate	regurgitated|regurgitating|regurgitates
rehabilitant	rehabilitants
rehabilitate	rehabilitated|rehabilitates|rehabilitating
rehandle	rehandles|rehandled|rehandling
rehandling	rehandlings
rehang	rehangs|rehanged|rehanging
rehash	rehashed|rehashes|rehashing
rehear	reheard|rehears|rehearing
rehearing	rehearings
rehearse	rehearsing|rehearsed|rehearses
reheat	reheats|reheating|reheated
reheater	reheaters
reheating	reheatings
rehire	rehired|rehires|rehiring
rehouse	rehouses|rehoused|rehousing
rehypothecate	rehypothecated|rehypothecates|rehypothecating
rei	reis
reify	reified|reifying|reifies
reigle	reigling|reigles|reigled
reign	reigning|reigned|reigns
reimbursable	reimbursables
reimburse	reimbursing|reimbursed|reimburses
reimport	reimported|reimporting|reimports
rein	reining|reins|reined
reincarnate	reincarnated|reincarnating|reincarnates
reincorporate	reincorporated|reincorporates|reincorporating
reincrease	reincreasing|reincreases|reincreased
reinduce	reinducing|reinduces|reinduced
reinfection	reinfections
reinflate	reinflating|reinflates|reinflated
reinforce	reinforced|reinforces|reinforcing
reingratiate	reingratiated|reingratiating|reingratiates
reinoculate	reinoculates|reinoculating|reinoculated
reinspection	reinspections
reinstall	reinstalled|reinstalling|reinstalls
reinstate	reinstated|reinstates|reinstating
reinsure	reinsures|reinsured|reinsuring
reinsurer	reinsurers
reintegrate	reintegrates|reintegrated|reintegrating
reinter	reinterred|reinterring|reinters
reinthrone	reinthroned|reinthroning|reinthrones
reintroduce	reintroducing|reintroduces|reintroduced
reinvasion	reinvasions
reinvestigate	reinvestigates|reinvestigated|reinvestigating
reissue	reissued|reissues|reissuing
reiter	reiters
reiterate	reiterates|reiterating|reiterated
reiterative	reiteratives
reiver	reivers
reject	rejecting|rejected|rejects
rejector	rejectors
rejig	rejigging|rejigs|rejigged
rejoice	rejoices|rejoicing|rejoiced
rejoinder	rejoindering|rejoinders|rejoindered
rejuvenate	rejuvenating|rejuvenated|rejuvenates
rejuvenesce	rejuvenesced|rejuvenescing|rejuvenesces
rekindle	rekindling|rekindles|rekindled
relabel	relabelled|relabels|relabelling
relapse	relapsed|relapsing|relapses
relate	relating|related|relates
relater	relaters
relationship	relationships
relative	relatives
relativist	relativists
relator	relators
relaunch	relaunching|relaunches|relaunched
relax	relaxing|relaxes|relaxed
relaxant	relaxants
relaxative	relaxatives
relaxing	relaxings
relay	relayed|relays|relaying
release	released|releases|releasing
releasee	releasees
releaser	releasers
releasor	releasors
relegate	relegating|relegates|relegated
relent	relented|relenting|relents
relet	reletting|relets
reliable	reliables
relic	reliced|relicing|relics
relict	relicts
relieve	relieving|relieved|relieves
reliever	relievers
relieving	relievings
relievo	relievos
religioner	religioners
religionise	religionised|religionises|religionising
religionist	religionists
religionize	religionized|religionizes|religionizing
reline	relined|relines|relining
relinquish	relinquished|relinquishing|relinquishes
reliquary	reliquaries
reliquefy	reliquefying|reliquefies|reliquefied
relish	relished|relishes|relishing
relive	relives|relived|reliving
reload	reloading|reloaded|reloads
reloading	reloadings
relocatable	relocatables
relocate	relocates|relocated|relocating
relume	relumes|reluming|relumed
rely	relied|relying|relies
rem	rems
remachine	remachined|remachines|remachining
remagnetize	remagnetized|remagnetizing|remagnetizes
remain	remained|remains|remaining
remainder	remaindered|remainders|remaindering
remaining	remainings
remake	remaking|remakes|remade
remaking	remakings
reman	remanning|remanned|remans
remanent	remanents
remanet	remanets
remark	remarked|remarking|remarks
remarque	remarques
remarry	remarrying|remarried|remarries
rematch	rematches|rematched|rematching
remble	rembling|rembles|rembled
remeasure	remeasures|remeasured|remeasuring
remedy	remedies|remedied|remedying
remembrancer	remembrancers
remigrate	remigrated|remigrates|remigrating
remilitarize	remilitarized|remilitarizes|remilitarizing
reminder	reminders
remineralization	remineralizations
reminisce	reminisces|reminiscing|reminisced
reminiscent	reminiscents
remise	remising|remised|remises
remit	remitting|remits|remitted
remittal	remittals
remittee	remittees
remitter	remitters
remnant	remnants
remodel	remodeling|remodeled|remodels
remodulation	remodulations
remolding	remoldings
remonetise	remonetising|remonetised|remonetises
remonetize	remonetizing|remonetizes|remonetized
remonstrant	remonstrants
remonstrate	remonstrates|remonstrated|remonstrating
remonstrator	remonstrators
remontant	remontants
remontoir	remontoirs
remortgage	remortgages|remortgaging|remortgaged
remote	remoted|remotes|remoting
remoulding	remouldings
remount	remounting|remounted|remounts
removable	removables
remove	removed|removing|removes
remover	removers
removing	removings
remunerate	remunerating|remunerated|remunerates
ren	renes
renaissance	renaissances
rename	renamed|renames|renaming
renascence	renascences
renature	renaturing|renatured|renatures
rencontre	rencontres
rencounter	rencountered|rencounters|rencountering
rend	rent|rending|rends
render	rendering|renders|rendered
rendezvous	rendezvouses|rendezvoused|rendezvousing
renegade	renegaded|renegading|renegades
renegation	renegations
renege	reneging|reneged|reneges
renegotiate	renegotiates|renegotiating|renegotiated
renegue	reneguing|renegued|renegues
renew	renewing|renews|renewed
renewable	renewables
renneting	rennetings
renominate	renominated|renominates|renominating
renounce	renouncing|renounced|renounces
renouncer	renouncers
renovate	renovates|renovated|renovating
renovator	renovators
rent	rented|renting|rents
renter	rentered|rentering|renters
rentier	rentiers
renting	rentings
reobserve	reobserving|reobserved|reobserves
reoccupy	reoccupying|reoccupied|reoccupies
reoccurrence	reoccurrences
reoffer	reoffering|reoffers|reoffered
reorder	reorders|reordered|reordering
reorganise	reorganised|reorganising|reorganises
reorganize	reorganizing|reorganized|reorganizes
reovirus	reoviruses
reoxidation	reoxidations
rep	reps|repping|repped
repace	repaces|repacing|repaced
repacify	repacifying|repacified|repacifies
repackage	repackages|repackaged|repackaging
repacking	repackings
repaginate	repaginated|repaginating|repaginates
repaint	repainting|repainted|repaints
repainting	repaintings
repair	repairing|repairs|repaired
repairer	repairers
reparative	reparatives
repartee	repartees|reparteed|reparteeing
repartition	repartitions|repartitioned|repartitioning
repass	repassed|repassing|repasses
repatriate	repatriated|repatriates|repatriating
repaving	repavings
repay	repaid|repays|repaying
repayable	repayables
repeal	repealing|repeals|repealed
repeat	repeats|repeated|repeating
repel	repels|repelling|repelled
repellent	repellents
repeller	repellers
repentant	repentants
repeople	repeopled|repeoples|repeopling
reperforator	reperforators
repertoire	repertoires
repertory	repertories
reperuse	reperuses|reperused|reperusing
repetend	repetends
rephrase	rephrases|rephrasing|rephrased
repine	repined|repining|repines
replace	replaced|replaces|replacing
replaceable	replaceables
replacer	replacers
replantation	replantations
replate	replated|replating|replates
replay	replaying|replays|replayed
replenish	replenishes|replenishing|replenished
replenisher	replenishers
replenishing	replenishings
replete	repleted|repleting|repletes
replevin	replevining|replevins|replevined
replica	replicas
replicant	replicants
replicate	replicates|replicated|replicating
replicator	replicators
reply	replying|replies|replied
repolish	repolishing|repolished|repolishes
repopulate	repopulated|repopulating|repopulates
repopulation	repopulations
report	reports|reporting|reported
reporter	reporters
repose	reposes|reposed|reposing
repositioning	repositionings
repositor	repositors
repository	repositories
repossess	repossesses|repossessing|repossessed
repp	repps
reprecipitate	reprecipitating|reprecipitates|reprecipitated
reprehensible	reprehensibles
representative	representatives
representer	representers
repress	repressed|repressing|represses
represser	repressers
repressure	repressuring|repressures|repressured
reprieve	reprieves|reprieving|reprieved
reprimand	reprimands|reprimanded|reprimanding
reprint	reprinting|reprints|reprinted
reprise	reprises|reprising|reprised
reprivatization	reprivatizations
reproach	reproaches|reproaching|reproached
reproacher	reproachers
reprobate	reprobated|reprobates|reprobating
reprocess	reprocessed|reprocesses|reprocessing
reprocessing	reprocessings
reproduce	reproducing|reproduced|reproduces
reproducer	reproducers
reproductive	reproductives
reprogram	reprogrammed|reprograms|reprogramming
reprove	reproved|reproving|reproves
reprover	reprovers
reproving	reprovings
reptile	reptiles
reptilian	reptilians
republic	republics
republican	republicans
republicanise	republicanises|republicanising|republicanised
republicanize	republicanized|republicanizing|republicanizes
republish	republishing|republishes|republished
repudiate	repudiates|repudiated|repudiating
repulping	repulpings
repulse	repulsed|repulses|repulsing
repurchase	repurchases|repurchased|repurchasing
repurify	repurified|repurifying|repurifies
repute	reputed|reputing|reputes
request	requests|requesting|requested
requester	requesters
requeue	requeued|requeues|requeuing
requiem	requiems
require	requiring|requires|required
requirement	requirements
requisite	requisites
requite	requites|requiting|requited
reradiate	reradiated|reradiating|reradiates
reread	rereading|rereads
rerecording	rerecordings
reredos	reredoses
reregulate	reregulating|reregulated|reregulates
rerise	rerose|rerisen|rerises|rerising
reroute	reroutes|rerouting|rerouted
rerouting	reroutings
rerun	reran|rerunning|reruns
res	ressed|reses|ressing
resampling	resamplings
resave	resaved|resaves|resaving
resaw	resawn|resawed|resaws|resawing
rescale	rescales|rescaling|rescaled
rescaling	rescalings
rescheduling	reschedulings
rescrape	rescraping|rescrapes|rescraped
rescreening	rescreenings
rescribe	rescribing|rescribes|rescribed
rescript	rescripted|rescripts|rescripting
rescue	rescues|rescuing|rescued
rescuer	rescuers
research	researched|researching|researches
researcher	researchers
resection	resectioned|resectioning|resections
resectoscope	resectoscopes
reseda	resedas
resell	resold|reselling|resells
resemble	resembles|resembled|resembling
reservationist	reservationists
reservatory	reservatories
reserve	reserving|reserved|reserves
reservedness	reservednesses
reserver	reservers
reservist	reservists
reservoir	reservoirs
reset	resets|resetting
resetter	resetters
resetting	resettings
resettle	resettles|resettling|resettled
resh	reshes
reshape	reshaped|reshapes|reshaping
reshaping	reshapings
resharpening	resharpenings
reship	reships|reshipped|reshipping
reshipping	reshippings
reshuffle	reshuffles|reshuffled|reshuffling
reside	resides|residing|resided
resident	residents
residential	residentials
residentiary	residentiaries
resider	residers
residual	residuals
residuary	residuaries
residuate	residuating|residuates|residuated
resignee	resignees
resile	resiles|resiling|resiled
resilifer	resilifers
resinate	resinated|resinating|resinates
resinify	resinifying|resinifies|resinified
resinoid	resinoids
resistant	resistants
resister	resisters
resisting	resistings
resistor	resistors
resit	resitting|resat|resits
resite	resites|resiting|resited
resize	resized|resizes|resizing
resizer	resizers
resole	resoles|resoled|resoling
resolute	resolutes
resolve	resolves|resolving|resolved
resolvent	resolvents
resolver	resolvers
resonant	resonants
resonate	resonating|resonated|resonates
resort	resorts|resorting|resorted
resound	resounding|resounded|resounds
resounding	resoundings
resource	resourced|resourcing|resources
respecter	respecters
respell	respelling|respelled|respells
respirator	respirators
respire	respires|respiring|respired
respite	respited|respiting|respites
respond	responds|responding|responded
respondent	respondents
responder	responders
response	responses
responsible	responsibles
responsor	responsors
responsory	responsories
respray	respraying|resprayed|resprays
restage	restaged|restages|restaging
restake	restaked|restakes|restaking
restart	restarted|restarting|restarts
restate	restates|restating|restated
restaurant	restaurants
restauranteur	restauranteurs
restaurateur	restaurateurs
restitute	restituting|restituted|restitutes
restocking	restockings
restorationist	restorationists
restorative	restoratives
restore	restored|restoring|restores
restorer	restorers
restrainer	restrainers
restraining	restrainings
restrictionist	restrictionists
restrictor	restrictors
restrike	restrikes|restriking|restruck
restructure	restructuring|restructured|restructures
restructuring	restructurings
resublime	resublimes|resublimed|resubliming
resubmit	resubmits|resubmitted|resubmitting
result	resulted|results|resulting
resultant	resultants
resume	resumes|resumed|resuming
resummons	resummonses
resupinate	resupinates|resupinating|resupinated
resupply	resupplied|resupplying|resupplies
resurface	resurfacing|resurfaces|resurfaced
resurfacing	resurfacings
resurge	resurged|resurges|resurging
resurgence	resurgences
resurgent	resurgents
resurrectionist	resurrectionists
resurvey	resurveyed|resurveys|resurveying
resuscitate	resuscitates|resuscitated|resuscitating
resuscitator	resuscitators
resuspension	resuspensions
resynchronize	resynchronizing|resynchronizes|resynchronized
ret	retting|retted|rets
retable	retabled|retables|retabling
retailer	retailers
retainer	retainers
