A	As
Querstreifen	Querstreifens
Querstrich	Querstrichen|Querstrichs|Querstriche|Querstriches
Querulant	Querulanten
Querverweis	Querverweise|Querverweises|Querverweisen
quetschen	quetschte|quetschten|quetschest|quetsch|quetschet|quetsche|quetschend|gequetscht|quetschtest|quetscht|quetschst|quetschtet
Quetschung	Quetschungen
quicklebendig	quicklebendigem|quicklebendigen|quicklebendiger|quicklebendiges|quicklebendige
quietschen	quietschtest|quietscht|quietschend|quietschtet|quietschten|quietschest|gequietscht|quietsche|quietschet|quietsch|quietschst|quietschte
quietschend	quietschenden|quietschende|quietschender|quietschendem|quietschendes
Quinte	Quinten
Quirl	Quirls|Quirle|Quirlen|Quirles
Quitte	Quitten
quittieren	quittierten|quittierend|quittierest|quittiere|quittierst|quittieret|quittiertet|quittier|quittierte|quittiert|quittiertest
Quittung	Quittungen
quäken	quäkt|quäkest|quäk|gequäkt|quäket|quäkten|quäke|quäktest|quäkst|quäkend|quäkte|quäktet
quälen	quälst|quälte|quältet|quält|quäl|quältest|quälten|quälest|quälet|quäle|gequält|quälend
Rabatt	Rabatts|Rabatten|Rabatte
Rabbiner	Rabbiners|Rabbinern
Rabe	Raben
rabiat	rabiates|rabiate|rabiater|rabiatem|rabiaten
Rachen	Rachens
rachgierig	rachgierigem|rachgierigen|rachgieriger|rachgieriges|rachgierige
rachsüchtig	rachsüchtiges|rachsüchtigem|rachsüchtiger|rachsüchtigen|rachsüchtige
Racker	Rackers|Rackern
Rad	Rade|Rades|Räder|Rädern|Rads
Radfahren	Radfahrens
radfahren	radgefahren|radzufahren|radfahrend
Radfahrer	Radfahrers|Radfahrern
radieren	radier|radieret|radierst|radiertest|radierte|radiertet|radiere|radierten|radiert|radierend|radierest
Radiergummi	Radiergummis
Radieschen	Radieschens
Radikal	Radikalen|Radikals|Radikale
radikal	radikale|radikaler|radikalen|radikalem|radikales
radikalisieren	radikalisierte|radikalisiertet|radikalisierend|radikalisierst|radikalisiertest|radikalisierest|radikalisiere|radikalisierten|radikalisier|radikalisiert|radikalisieret
Radio	Radios
radioaktiv	radioaktiver|radioaktiven|radioaktives|radioaktive|radioaktivem
Radium	Radiums
Radkappe	Radkappen
Radnabe	Radnaben
Radsport	Radsporten|Radsporte|Radsports|Radsportes
Radweg	Radwegs|Radwege|Radweges|Radwegen
raffen	rafftest|gerafft|raffest|raffe|raffet|raff|rafftet|raffte|raffst|rafft|rafften|raffend
raffinieren	raffinierte|raffiniere|raffinier|raffinierest|raffinieret|raffiniertet|raffinierst|raffinierten|raffiniertest|raffiniert|raffinierend
raffiniert	raffinierte|raffiniertes|raffinierter|raffiniertem|raffinierten
Rahmen	Rahmens
Rakete	Raketen
Raketenstart	Raketenstarte|Raketenstarts|Raketenstartes|Raketenstarten
Ramme	Rammen
rammen	gerammt|rammet|rammtet|ramm|rammte|rammtest|ramme|rammest|rammend|rammten|rammt|rammst
Rampenlicht	Rampenlichte|Rampenlichter|Rampenlichtes|Rampenlichts|Rampenlichtern
Ranch	Ranches|Ranchs
Rand	Ränder|Rändern|Randes|Rands|Rande
randalieren	randalieret|randaliertest|randalier|randalierest|randalierten|randalierst|randalierend|randaliertet|randaliere|randaliert|randalierte
Randbemerkung	Randbemerkungen
Rande	Randen
Randgebiet	Randgebiets|Randgebiete|Randgebietes|Randgebieten
Randstreifen	Randstreifens
Rang	Ränge|Ranges|Range|Rangs|Rängen
Rangierbahnhof	Rangierbahnhöfen|Rangierbahnhöfe|Rangierbahnhofs|Rangierbahnhofes|Rangierbahnhofe
rangieren	rangierst|rangieret|rangierten|rangiertet|rangiert|rangierte|rangierest|rangiere|rangier|rangiertest|rangierend
Ranke	Ranken
ranken	rankten|ranktet|rankest|ranktest|rankt|rank|rankte|gerankt|rankend|rankst|ranke|ranket
Ranzen	Ranzens
ranzig	ranziger|ranzige|ranzigen|ranziges|ranzigem
Rappe	Rappen
Raps	Rapse|Rapses|Rapsen
rar	rarer|rarem|rares|rare|raren
Rarität	Raritäten
rasant	rasantem|rasanter|rasante|rasantes|rasanten
rasch	raschem|rascher|raschen|rasches|rasche
rascheln	raschlest|raschele|geraschelt|rascheltet|raschelt|raschel|raschelten|raschelte|raschelet|raschle|raschelnd|raschelst|rascheltest|raschelest|raschlet
Rasen	Rasens
rasen	raset|raste|rasend|rastest|rasest|rastet|rasten|ras|gerast|rast|rase
rasend	rasende|rasendes|rasenden|rasender|rasendem
Rasenmäher	Rasenmähers|Rasenmähern
Rasenstück	Rasenstücke|Rasenstücken|Rasenstückes|Rasenstücks
rasieren	rasiertest|rasierend|rasier|rasiertet|rasiere|rasierest|rasiert|rasierte|rasierten|rasieret|rasierst
Rasierer	Rasierern|Rasierers
Rasierklinge	Rasierklingen
Rasiermesser	Rasiermessers|Rasiermessern
Rasierpinsel	Rasierpinseln|Rasierpinsels
raspeln	raspel|raspelst|raspelte|raspelest|raspelten|rasplest|raspeltest|raspele|raspelnd|rasple|raspelt|rasplet|raspeltet|geraspelt|raspelet
Rasseln	Rasselns
rasseln	rasselest|rasselet|rasseltet|rasseltest|rasselst|gerasselt|rasselnd|rassle|rasselt|rassele|rasselten|rasselte|rasslet|rassel|rasslest
rassig	rassigen|rassigem|rassiger|rassiges|rassige
Rassismus	Rassismen
Rassist	Rassisten
rassistisch	rassistischer|rassistische|rassistischem|rassistischen|rassistisches
Rast	Rasten
rasten	rastetet|raste|rastest|gerastet|rastet|rastetest|rasteten|rastend|rastete
Raster	Rastern|Rasters
rastlos	rastlosem|rastlosen|rastlose|rastloses|rastloser
Rastplatz	Rastplätze|Rastplatzes|Rastplatze|Rastplätzen
Raststätte	Raststätten
Rasur	Rasuren
Rate	Raten
raten	ratest|geraten|rät|rate|ratend|riete|ratet|rietest|rieten|riet|rätst|rietet
Rathaus	Rathause|Rathäusern|Rathäuser|Rathauses
ratifizieren	ratifizier|ratifizierten|ratifiziert|ratifizierst|ratifizierest|ratifizieret|ratifiziertest|ratifizierend|ratifizierte|ratifiziere|ratifiziertet
Ration	Rationen
rational	rationalen|rationalem|rationales|rationaler|rationale
rationieren	rationiere|rationierte|rationierten|rationierend|rationieret|rationiertet|rationierest|rationierst|rationiert|rationier|rationiertest
ratlos	ratlosen|ratloses|ratloser|ratlosem|ratlose
ratsam	ratsame|ratsamem|ratsames|ratsamen|ratsamer
Ratsche	Ratschen
Ratschlag	Ratschlage|Ratschlägen|Ratschlages|Ratschlags|Ratschläge
Ratskeller	Ratskellern|Ratskellers
Ratsmitglied	Ratsmitgliedes|Ratsmitgliede|Ratsmitgliedern|Ratsmitglieder|Ratsmitglieds
Ratte	Ratten
Rattenfänger	Rattenfängers|Rattenfängern
Rattengift	Rattengifte|Rattengifts|Rattengiften|Rattengiftes
rattern	ratter|rattere|ratterest|rattertet|rattre|rattrest|ratternd|ratterst|rattret|ratterten|ratteret|rattertest|ratterte|gerattert|rattert
Raub	Raubs|Raube|Rauben|Raubes
Raubdruck	Raubdrucken|Raubdrucks|Raubdrucke|Raubdruckes
rauben	raubet|raubten|geraubt|raubend|raubtest|raub|raubt|raube|raubest|raubtet|raubst|raubte
Raubmord	Raubmords|Raubmordes|Raubmorden|Raubmorde
Raubritter	Raubrittern|Raubritters
Raubtier	Raubtiers|Raubtieres|Raubtiere|Raubtieren
Raubzug	Raubzugs|Raubzuges|Raubzüge|Raubzuge|Raubzügen
Raubüberfall	Raubüberfälle|Raubüberfalle|Raubüberfällen|Raubüberfalles|Raubüberfalls
Rauch	Rauche|Rauches|Rauchen|Rauchs
Rauchen	Rauchens
rauchen	rauchend|rauchte|geraucht|rauchst|rauch|rauchest|rauchtest|raucht|rauchet|rauchtet|rauche|rauchten
Raucher	Rauchern|Rauchers
rauchig	rauchiger|rauchigen|rauchigem|rauchige|rauchiges
Rauchverbot	Rauchverbotes|Rauchverbots|Rauchverbote|Rauchverboten
Rauchwolke	Rauchwolken
Rauchzeichen	Rauchzeichens
Raufbold	Raufboldes|Raufbolds|Raufbolde|Raufbolden
raufen	raufte|rauf|raufst|rauftest|raufest|raufet|rauft|raufe|rauftet|gerauft|raufend|rauften
rauh	rauhe|rauher|rauhes|rauhen|rauhem
Raum	Raume|Räume|Räumen|Raums|Raumes
Raumangst	Raumängsten|Raumängste
Raumfahrer	Raumfahrers|Raumfahrern
Raumfähre	Raumfähren
Raumkapsel	Raumkapseln
Raummaß	Raummaße|Raummaßes|Raummaßen
Raumschiff	Raumschiffe|Raumschiffen|Raumschiffs|Raumschiffes
Raumstation	Raumstationen
Raumtemperatur	Raumtemperaturen
Raupe	Raupen
Rauschen	Rauschens
rauschen	rauschtet|rauschest|rauschtest|rauschte|rauschst|rauschend|rauscht|gerauscht|rauschten|rausch|rausche|rauschet
Rauschgift	Rauschgiftes|Rauschgiften|Rauschgifte|Rauschgifts
Rauschgold	Rauschgolde|Rauschgoldes|Rauschgolds
rausschmeißen	rausgeschmissen|rausschmeißend|rauszuschmeißen
Raute	Rauten
Rautenzeichen	Rautenzeichens
Razzia	Razzien
reagieren	reagiert|reagiertet|reagierend|reagiere|reagieret|reagierte|reagier|reagierest|reagierten|reagiertest|reagierst
Reaktion	Reaktionen
Reaktionär	Reaktionäre|Reaktionären|Reaktionärs
reaktionär	reaktionäre|reaktionärem|reaktionärer|reaktionären|reaktionäres
realisierbar	realisierbarer|realisierbaren|realisierbares|realisierbare|realisierbarem
realisieren	realisierten|realisiertest|realisiere|realisieret|realisierend|realisiertet|realisierest|realisiert|realisier|realisierte|realisierst
realistisch	realistisches|realistischen|realistischer|realistischem|realistische
Realität	Realitäten
Rebe	Reben
Rebell	Rebellen
rebellieren	rebellieret|rebellierten|rebellierend|rebellierest|rebelliertest|rebelliertet|rebelliert|rebellier|rebellierte|rebellierst|rebelliere
rebellisch	rebellische|rebellischem|rebellischen|rebellisches|rebellischer
Rebhuhn	Rebhuhns|Rebhühnern|Rebhuhnes|Rebhühner|Rebhuhne
Rebstock	Rebstocke|Rebstockes|Rebstöcke|Rebstöcken|Rebstocks
Rechen	Rechens
Rechenaufgabe	Rechenaufgaben
Rechenbrett	Rechenbretter|Rechenbrette|Rechenbrettes|Rechenbrettern|Rechenbretts
Rechenfehler	Rechenfehlern|Rechenfehlers
recherchieren	recherchiert|recherchierst|recherchierten|recherchierend|recherchierte|recherchier|recherchieret|recherchiertet|recherchiertest|recherchierest|recherchiere
Rechnen	Rechnens
rechnen	rechnetet|gerechnet|rechneten|rechnend|rechne|rechnest|rechnetest|rechnet|rechnete
Rechner	Rechners|Rechnern
Recht	Rechten|Rechtes|Rechte|Rechts
rechtfertigen	rechtfertigtest|rechtfertigt|rechtfertigten|rechtfertig|rechtfertigend|rechtfertiget|rechtfertigtet|gerechtfertigt|rechtfertige|rechtfertigest|rechtfertigte|rechtfertigst
Rechtfertigung	Rechtfertigungen
rechthaberisch	rechthaberischem|rechthaberischen|rechthaberischer|rechthaberische|rechthaberisches
rechtmäßig	rechtmäßige|rechtmäßiger|rechtmäßiges|rechtmäßigem|rechtmäßigen
Rechtsanspruch	Rechtsanspruches|Rechtsansprüche|Rechtsanspruche|Rechtsanspruchs|Rechtsansprüchen
Rechtsanwalt	Rechtsanwälten|Rechtsanwalts|Rechtsanwälte|Rechtsanwaltes|Rechtsanwalte
Rechtsbruch	Rechtsbruches|Rechtsbrüche|Rechtsbruche|Rechtsbrüchen|Rechtsbruchs
rechtschaffen	rechtschaffene|rechtschaffenen|rechtschaffenem|rechtschaffenes|rechtschaffener
Rechtschreibfehler	Rechtschreibfehlern|Rechtschreibfehlers
Rechtshänder	Rechtshänders|Rechtshändern
Rechtsprechung	Rechtsprechungen
rechtsradikal	rechtsradikalem|rechtsradikalen|rechtsradikale|rechtsradikales|rechtsradikaler
Rechtsstreit	Rechtsstreits|Rechtsstreites|Rechtsstreite|Rechtsstreiten
Rechtsverkehr	Rechtsverkehre|Rechtsverkehren|Rechtsverkehres|Rechtsverkehrs
Rechtswesen	Rechtswesens
rechtswidrig	rechtswidrigen|rechtswidrige|rechtswidriger|rechtswidriges|rechtswidrigem
Reck	Recken|Recke|Reckes|Recks
recken	recke|reckest|reckte|recktest|reckt|reckend|reck|recktet|gereckt|reckten|reckst|recket
Redakteur	Redakteure|Redakteurs|Redakteuren
Redaktion	Redaktionen
Redefreiheit	Redefreiheiten
redegewandt	redegewandtem|redegewandter|redegewandten|redegewandtes|redegewandte
Redekunst	Redekünsten|Redekünste
Reden	Redens
reden	redeten|redetest|redetet|redet|geredet|redete|redest|redend|rede
Redewendung	Redewendungen
redigieren	redigiert|redigierte|redigierten|redigier|redigierest|redigierend|redigiertest|redigiertet|redigieret|redigiere|redigierst
redlich	redlichem|redlichen|redliches|redlicher|redliche
Redner	Redners|Rednern
Rednerpult	Rednerpults|Rednerpulte|Rednerpultes|Rednerpulten
redundant	redundantes|redundanter|redundante|redundanten|redundantem
Redundanz	Redundanzen
reduzieren	reduziertest|reduzierend|reduzierte|reduzierst|reduziert|reduziere|reduzierten|reduzier|reduziertet|reduzieret|reduzierest
Reede	Reeden
Reeder	Reedern|Reeders
Reederei	Reedereien
reell	reelles|reeller|reellem|reellen|reelle
Referent	Referenten
Referenz	Referenzen
Reflektion	Reflektionen
Reflexion	Reflexionen
Reform	Reformen
reformieren	reformier|reformierend|reformiere|reformiertest|reformierst|reformierest|reformieret|reformiert|reformierten|reformiertet|reformierte
Refrain	Refrains
Refugium	Refugien|Refugiums
Regal	Regale|Regalen|Regales|Regals
rege	regem|regen|reger|reges
Regel	Regeln
Regelfall	Regelfalle|Regelfällen|Regelfalls|Regelfälle|Regelfalles
regelmäßig	regelmäßiger|regelmäßige|regelmäßigen|regelmäßiges|regelmäßigem
regeln	regele|geregelt|regelten|regeltest|regelest|regelst|regeltet|regelte|regelnd|reglet|regle|regelet|regelt|regel|reglest
Regelung	Regelungen
regen	reget|regst|regtet|regt|rege|reg|geregt|regend|regest|regte|regten|regtest
Regenbogen	Regenbögen|Regenbogens
Regenbogenhaut	Regenbogenhäute|Regenbogenhäuten
regenerieren	regenerierten|regenerierte|regeneriert|regenerieret|regeneriertest|regeneriertet|regenerier|regeneriere|regenerierend|regenerierest|regenerierst
Regenerierung	Regenerierungen
Regenmantel	Regenmäntel|Regenmantels|Regenmänteln
Regenschauer	Regenschauern|Regenschauers
Regenschirm	Regenschirmes|Regenschirmen|Regenschirms|Regenschirme
Regentag	Regentages|Regentags|Regentagen|Regentage
Regentropfen	Regentropfens
Regenwolke	Regenwolken
Regenwurm	Regenwürmern|Regenwurms|Regenwürmer|Regenwurmes|Regenwurme
Regenzeit	Regenzeiten
Regie	Regien
regieren	regierend|regierest|regiere|regierst|regierten|regiert|regiertet|regierte|regieret|regiertest|regier
Regierung	Regierungen
Regime	Regimen|Regimes
Region	Regionen
registrieren	registrier|registrierst|registriertest|registrierend|registrierten|registriere|registrierte|registriert|registrieret|registriertet|registrierest
Registrierkasse	Registrierkassen
reglementieren	reglementierend|reglementiertet|reglementiertest|reglementierst|reglementier|reglementiere|reglementierten|reglementiert|reglementieret|reglementierest|reglementierte
Regler	Reglern|Reglers
regnen	regnetest|regnet|geregnet|regneten|regnetet|regnete|regnest|regne|regnend
regnerisch	regnerischem|regnerisches|regnerischen|regnerische|regnerischer
regulieren	reguliertest|reguliert|regulierend|regulierest|regulieret|regulierte|regulierst|reguliertet|reguliere|regulierten|regulier
Regulierung	Regulierungen
regulär	regulärem|reguläres|regulären|reguläre|regulärer
Reh	Rehe|Rehs|Rehes|Rehen
Rehbock	Rehbocks|Rehböcken|Rehbockes|Rehböcke|Rehbocke
reiben	reibst|riebet|gerieben|rieb|riebst|riebt|reibest|rieben|riebest|reibe|reibend|riebe|reib|reibet|reibt
Reibung	Reibungen
Reich	Reichs|Reiches|Reichen|Reiche
reich	reichen|reichem|reiche|reiches|reicher
reichen	reichst|reicht|reich|gereicht|reichte|reichten|reiche|reichtest|reichtet|reichend|reichest|reichet
reichhaltig	reichhaltigem|reichhaltiger|reichhaltiges|reichhaltige|reichhaltigen
reichlich	reichliche|reichlichem|reichlicher|reichlichen|reichliches
Reichtum	Reichtümer|Reichtume|Reichtümern|Reichtums|Reichtumes
Reichweite	Reichweiten
Reif	Reifen|Reife|Reifes|Reifs
reif	reifes|reifer|reifem|reifen|reife
Reifen	Reifens
reifen	reifend|reifest|reiftest|reif|reifet|gereift|reifst|reiftet|reift|reifte|reife|reiften
Reigen	Reigens
Reihen	Reihens
reihen	riehst|reihe|riehen|rieht|reiht|riehe|rieh|geriehen|reihet|riehet|reihend|riehest|reihest|reihst|reih
Reihenfolge	Reihenfolgen
Reihenhaus	Reihenhäuser|Reihenhauses|Reihenhause|Reihenhäusern
Reiher	Reihers|Reihern
Reim	Reime|Reimes|Reimen|Reims
rein	reinem|reines|reine|reiner|reinen
Reinfall	Reinfalls|Reinfalle|Reinfälle|Reinfällen|Reinfalles
reinhauen	reinzuhauen|reinhauend|reingehaut
Reinheit	Reinheiten
reinigen	reiniget|reinigte|gereinigt|reinigend|reinigtet|reinig|reinigst|reinigtest|reinige|reinigest|reinigt|reinigten
Reinigung	Reinigungen
Reinkarnation	Reinkarnationen
reinlegen	reingelegt|reinzulegen|reinlegend
reinlich	reinlicher|reinlichem|reinliches|reinlichen|reinliche
reinrassig	reinrassigem|reinrassige|reinrassiger|reinrassigen|reinrassiges
Reis	Reises|Reise|Reisen|Reisern|Reiser
Reise	Reisen
Reisebericht	Reiseberichts|Reiseberichten|Reiseberichte|Reiseberichtes
Reisebüro	Reisebüros
Reiseführer	Reiseführern|Reiseführers
Reisegeschwindigkeit	Reisegeschwindigkeiten
Reiseleiter	Reiseleitern|Reiseleiters
reisen	reistet|reise|reistest|reisend|gereist|reisten|reist|reiste|reiset|reis|reisest
Reisetasche	Reisetaschen
Reiseveranstalter	Reiseveranstaltern|Reiseveranstalters
Reiseziel	Reisezieles|Reisezielen|Reiseziels|Reiseziele
Reiten	Reitens
reiten	geritten|reite|reitend|ritt|rittest|reitest|rittet|ritten|ritte|reitet
Reiter	Reitern|Reiters
Reiterei	Reitereien
Reitpferd	Reitpferds|Reitpferden|Reitpferdes|Reitpferde
reizbar	reizbarer|reizbarem|reizbare|reizbares|reizbaren
reizen	reizt|reiz|reizet|reizten|reiztest|reize|reizte|reiztet|reizend|reizest|gereizt
reizend	reizende|reizendem|reizenden|reizendes|reizender
reizlos	reizlosem|reizloses|reizlosen|reizloser|reizlose
Reizung	Reizungen
reizvoll	reizvollem|reizvolle|reizvoller|reizvollen|reizvolles
Reißbrett	Reißbretts|Reißbrettern|Reißbrettes|Reißbrette|Reißbretter
reißen	reiß|reißet|gerissen|rissest|risse|risst|reißest|riss|reißt|rissen|risset|reiße|reißend
Reißer	Reißers|Reißern
reißerisch	reißerischer|reißerischem|reißerische|reißerischen|reißerisches
Reißleine	Reißleinen
Reißzwecke	Reißzwecken
rekapitulieren	rekapitulierest|rekapituliert|rekapitulier|rekapitulierte|rekapitulierten|rekapituliertet|rekapituliertest|rekapitulierend|rekapitulieret|rekapituliere|rekapitulierst
Reklamation	Reklamationen
reklamieren	reklamiertet|reklamieret|reklamierst|reklamierten|reklamier|reklamierend|reklamierte|reklamiere|reklamiert|reklamierest|reklamiertest
rekonstruieren	rekonstruierst|rekonstruiertet|rekonstruierten|rekonstruierest|rekonstruierte|rekonstruiert|rekonstruieret|rekonstruier|rekonstruierend|rekonstruiertest|rekonstruiere
Rekord	Rekorden|Rekords|Rekordes|Rekorde
rekrutieren	rekrutierte|rekrutiertet|rekrutier|rekrutierend|rekrutiertest|rekrutierten|rekrutiert|rekrutierest|rekrutieret|rekrutiere|rekrutierst
Rektion	Rektionen
Rektor	Rektors|Rektoren
Rektorat	Rektorats|Rektorate|Rektoraten|Rektorates
Rekursion	Rekursionen
relativ	relativen|relative|relativer|relativem|relatives
Relativität	Relativitäten
Relativitätstheorie	Relativitätstheorien
Religion	Religionen
Religionswissenschaft	Religionswissenschaften
religiös	religiösem|religiöse|religiösen|religiöser|religiöses
Relikt	Relikte|Relikts|Relikten|Reliktes
Reling	Relingen|Relinge|Relings
Remoulade	Remouladen
Ren	Renen|Rens|Rene|Renes
rennen	rennst|renne|ranntet|rennt|rannte|rennest|rennte|renntest|renn|ranntest|gerannt|renntet|rennend|rennet|rennten|rannten
Rennpferd	Rennpferden|Rennpferdes|Rennpferds|Rennpferde
renommiert	renommiertem|renommierter|renommierte|renommierten|renommiertes
renovieren	renovier|renovieret|renovierte|renoviere|renoviertet|renovierest|renovierend|renovierst|renoviertest|renoviert|renovierten
Renovierung	Renovierungen
rentabel	rentabeles|rentabelen|rentabele|rentabelem|rentabeler
