aardvark	aardvarks
skiing	ski|skiings|skis|skied
skijoring	skijore
skilled	skilling|skil
skimmed	skimming|skim|skims
skinful	skinfuls
skinhead	skinheads
skinned	skin|skins|skinning
skipjack	skipjacks
skirting	skirted|skirt|skirts|skirtings
skivvies	skivvy
skoal	skoals|skoaling|skoaled
skullduggery	skullduggeries
sky-rocket	skyrocketed
skyed	sky|skies|skying|skied
skyman	skymen
skyward	skywards
skywards	skyward
sl	sled|sling
slabbing	slabbed|slab|slabs
slacken	slackens|slackened|slackening
slacker	slackers
slagging	slag|slags|slagged
slain	slay|slew|slaying|slays
slaked	slakes|slaking|slake
slaking	slakes|slaked|slake
slalom	slaloming|slaloms|slalomed
slander	slandered|slanders|slandering
slanted	slanting|slant|slants
slapjack	slapjacks
slapstick	slapsticks
slashing	slashed|slashings|slash|slashes
slatted	slatting|slat|slats
slaughter	slaughters|slaughtered|slaughtering
slav	slavs
slavery	slaveries
slavey	slaveys
slaw	slaws
sleeping	slept|sleeps|sleep|sleepings
sleet	sleeted|sleeting|sleets
sleeved	sleeve|sleeves|sleeving
sleight	sleights
slept	sleeping|sleeps|sleep
slickenside	slickensided
slickensided	slickenside
slid	slidden|slides|slide|sliding
slimness	slimnesses
slinked	slink|slinks|slinking|slunk
slippage	slippages
slipped	slipping|slips|slip
slippered	slippers|slipper
slither	slithered|slithering|slithers
sliverer	sliverers
slobber	slobbers|slobbering|slobbered
slogger	sloggers
sloid	sloids
slojd	slojds
sloop	sloops
slops	slop|slopped|slopping
slopwork	slopworks
sloshed	sloshes|slosh|sloshing
sloth	sloths
slothful	slothfuls
slotted	slotting|slots|slot
slouched	slouching|slouch|slouches
slovak	slovaks
slowness	slownesses
slubbing	slubs|slubbings|slub|slubbed
slugger	sluggers
slung	slinging|sling|slings
slushing	slushed|slush|slushes
slyness	slynesses
smacksman	smacksmen
smallage	smallages
smallness	smallnesses
smallpox	smallpoxes
smalt	smalts
smaltite	smaltites
smalto	smaltos
smarm	smarms
smarten	smartened|smartens|smartening
smashed	smashing|smash|smashes
smasher	smashers
smattering	smatters|smatter|smattered|smatterings
smaze	smazes
smear	smears|smearing|smeared
smegma	smegmas
smiling	smile|smiled|smiles
smithereens	smithereen
smithers	smither
smithery	smitheries
smitten	smiting|smite|smites
smocking	smocks|smocked|smockings|smock
smoked	smokes|smoking|smoke
smoking	smokings|smoked|smokes|smoke
smolder	smolders
smoothed	smoothing|smooth|smooths
smoothen	smoothens|smoothened|smoothening
smoothering	smoothers|smoother
smoulder	smouldering|smoulders|smouldered
smuggle	smuggles|smuggling|smuggled
smuggling	smuggled|smuggles|smuggle
smugness	smugnesses
snagged	snagging|snags|snag
snagging	snags|snagged|snag
snapdragon	snapdragons
sneakers	sneaker
sneezing	sneezed|sneezes|sneeze
sniff	sniffs|sniffed|sniffing
snobbery	snobberies
snogging	snog
snooker	snookered|snookers
snookered	snooker|snookers
snouted	snout|snouts|snouting
snow	snows|snowed|snowing
snowman	snowmen
snubbed	snub|snubs|snubbing
snuff	snuffed|snuffing|snuffs
snuffers	snuffer
snugness	snugnesses
soakage	soakages
soaked	soaking|soaks|soak
soap	soaping|soaps|soaped
soapines	soapiness
soapsuds	soapsud
sobbing	sobs|sob|sobbed
sobersided	sobersides
soboles	sobole
sobriety	sobrieties
socage	socages
soccer	soccers
sociability	sociabilities
social	socials
sociality	socialities
socialization	socializations
society	societies
sociolinguistic	sociolinguistics
sociology	sociologies
socketed	socket|sockets|socketing
sockeye	sockeyes
socking	socked|sock|socks
soda	sodas
sodden	soddening|soddens|soddened
sodding	sod|sodded|sods
sodium	sodiums
sodomy	sodomies
softball	softballs
soften	softening|softens|softened
softness	softnesses
software	softwares
softwood	softwoods
softwooded	softwoods|softwood
soilage	soilages
soja	sojas
soke	sokes
sokeman	sokemen
sol	sols
solanine	solanines
solarium	solariums
sold	selling|sell|sells
solder	soldering|solders|soldered
soldering	solder|solders|soldered
soled	soles|soling|sole
solemnity	solemnities
solfeggio	solfeggios
solicit	solicited|soliciting|solicits
solicitation	solicitations
solicitude	solicitudes
solid	solids
solidarity	solidarities
solidified	solidifies|solidify|solidifying
solidity	solidities
solitaire	solitaires
solitary	solitaries
solitude	solitudes
solubility	solubilities
soluble	solubles
solution	solutions
solvable	solvabling|solvabled
solvency	solvencies
solvent	solvents
soma	somata|somas
somatic	somatics
someday	somedays
sometime	sometimes
sometimes	sometime
someway	someways
somewhat	somewhats
somnolence	somnolences
somnolency	somnolencies
sonance	sonances
sonic	sonics
sonority	sonorities
sooner	sooners
soot	sooting|sooted|soots
sooted	sooting|soot|soots
sophism	sophisms
sophisticated	sophisticate|sophisticates|sophisticating
sophistry	sophistries
sophy	sophies
sopping	sopped|sops|sop
soprano	sopranos|soprani
sorbet	sorbets
sorbitol	sorbitols
sorcerer	sorcerers
sorcery	sorceries
sorehead	soreheaded|soreheads
sorel	sorels
soreness	sorenesses
sorghum	sorghums
sorgo	sorgos
sorites	sorite
sorn	sorning|sorns|sorned
sororate	sororates
sorosis	soroses
sorption	sorptions
sorrel	sorrels
sorrow	sorrowing|sorrowed|sorrows
sorting	sort|sorts|sorted
sos	so|soss
soucar	soucars
souchong	souchongs
sought	seek|seeking|seeks
soul	souled|souls
sourdough	sourdoughs
sourness	sournesses
soused	souse|sousing|souses
south	southed|souths|southing
southeastward	southeastwards
southeastwards	southeastward
southward	southwards
southwards	southward
southwester	southwesters
sovereignty	sovereignties
sovietize	sovietized|sovietizes|sovietizing
sowcar	sowcars
sown	sowing|sows|sowed|sow
soy	soys
soya	soyas
sozzled	sozzle
sp	sps|sped
spaceman	spacemen
spacewalking	spacewalk|spacewalked|spacewalks
spacewards	spaceward
spacewoman	spacewomen
spacing	spaced|spaces|space|spacings
spadeful	spadefuls
spadix	spadixes
spadones	spadone
spake	spaked
spangles	spangling|spangled|spangle
spaniard	spaniards
sparkless	sparkles
sparks	sparked|spark|sparking
sparring	spars|spar|sparred
sparsity	sparsities
spartan	spartans
spat	spatting|spats|spatted
spathed	spathes|spathe
spatterdashes	spatterdashed|spatterdash
spatula	spatulas
spavin	spavins
spavined	spavine
spawn	spawned|spawning|spawns
spearman	spearmen
specialised	specialising|specialise
specialization	specializations
specialized	specializing|specializes|specialize
specialty	specialties
specie	species
specification	specifications
specifications	specification
specified	specify|specifying|specifies
specifier	specifiers
specimen	specimens
speciosity	speciosities
specked	specking|specks|speck
speckled	speckling|speckle|speckles
speckless	speckles
specs	spec
spectacled	spectacle|spectacles
spectacles	spectacle|spectacled
specter	specters
spectralnes	spectralness
spectrography	spectrographies
spectrometry	spectrometries
spectroscopy	spectroscopies
spectrum	spectra|spectrums
speculation	speculations
speculum	specula|speculums
speeding	speed|speeded|speedings|speeds
speedometer	speedometers
speedway	speedways
speiss	speisses
spellbinding	spellbinds|spellbind|spellbound
spellbound	spellbinding|spellbinds|spellbind
speller	spellers
spelling	spellings|spell|spells|spelt
spelt	spell|spells|spelts|spelling
spelter	spelters
spelunking	spelunks|spelunk|spelunked
spending	spendings|spends|spent|spend
spent	spend|spends|spending
sperm	sperms
spermatozoon	spermatozoa
spermine	spermines
sphene	sphenes
sphericity	sphericities
spherics	spheric
spherule	spherules
sphragistics	sphragistic
sphygmography	sphygmographies
spic	spices|spics
spica	spicas
spicate	spicated
spicated	spicate
spiced	spice|spicing|spices
spicery	spiceries
spick	spicks
spider	spiders
spiegel	spiegels
spik	spiks
spiked	spikes|spiking|spike
spikefish	spikefishes
spikes	spiked|spiking|spike
spillage	spillages
spilling	spills|spill|spilt
spiloma	spilomas
spilt	spilling|spills|spill
spinach	spinaches
spinage	spinages
spined	spine|spines
spinel	spinels
spinning	spun|spins|spin|spinnings
spirant	spirants
spirit	spirits
spirited	spiriting
spirits	spirit
spiritual	spirituals
spirituality	spiritualities
spiritualty	spiritualties
spirt	spirting|spirted|spirts
splatter	splattered|splattering|splatters
spleen	spleens|spleening|spleened
splendor	splendors
splenectomized	splenectomize|splenectomizing
splenitis	spleniti
splining	spline|splined|splines
spliting	splite
spode	spodes
spoilage	spoilages
spoils	spoilt|spoiling|spoil
spoilsman	spoilsmen
spoilt	spoils|spoiling|spoil
spoken	spoke|speaks|speak|speaking
spokesman	spokesmen
spokeswoman	spokeswomen
spondaic	spondaics
sponsion	sponsions
sponsor	sponsoring|sponsored|sponsors
sponsorship	sponsorships
spontaneity	spontaneities
spoof	spoofed|spoofing|spoofs
spoonerism	spoonerisms
spoonful	spoonfuls
spoons	spoon|spooned|spooning
spoor	spoored|spoors|spooring
sport	sports|sported|sporting
sports	sported|sport|sporting
sportsman	sportsmen
sportswoman	sportswomen
spotlighting	spotlights|spotlight
spots	spot|spotting|spotted
spotted	spot|spots|spotting
spousals	spousal
sprainting	spraint|spraints
spraints	spraint
sprat	spratted|sprats|spratting
sprawl	sprawled|sprawling|sprawls
spray	sprayed|spraying|sprays
springbok	springboks
springing	spring|springs|sprung
sprinkler	sprinklers
sprinklered	sprinklers|sprinkler
sprite	sprites
sprouted	sprout|sprouts|sprouting
sprouts	sprout|sprouted|sprouting
spryness	sprynesses
spudder	spudders
spun	spin|spinning|spins
spunk	spunking|spunked|spunks
spurred	spurs|spurring|spur
spurrey	spurreys
spurry	spurries
sputter	sputtered|sputtering|sputters
sputtering	sputtered|sputter|sputters
squadron	squadrons
squalor	squalors
squander	squandered|squandering|squanders
squares	squared|squaring|square
squegg	squegging|squegged
squegging	squegged
squirt	squirts|squirting|squirted
sri	sris
ss	sed|sing|s
stability	stabilities
stabilized	stabilize|stabilizes|stabilizing
stabilizers	stabilizer
stabilizing	stabilized|stabilize|stabilizes
staccato	staccatos
stacked	stacks|stacking|stack
stacte	stactes
stadia	stadias
stadium	stadia|stadiums
staff	staffing|staffed|staffs
stages	staged|staging|stage
staggered	stagger|staggers|staggering
staggy	staggies
stainability	stainabilities
stained	staining|stain|stains
staining	stain|stains|stained
stakes	staking|staked|stake
stalked	stalks|stalk|stalking
stalling	stallings|stalled|stalls|stall
stalls	stalled|stalling|stall
stamen	stamens|stamina
stamened	stamen|stamens
stamina	staminas
stamped	stamps|stamp|stamping
standards	standard
standing	standings|stood|stand|stands
stannite	stannites
stannum	stannums
stanzaed	stanza|stanzas
staph	staphs
starched	starching|starch|starches
stardom	stardoms
stargazing	stargazes|stargazed|stargaze
starkers	starker
starlight	starlighted|starlights
starred	starring|stars|star
stars	starring|starred|star
starts	started|start|starting
startup	startups
stasis	stases
stated	states|state|stating
states	stated|state|stating
statesman	statesmen
stateswoman	stateswomen
static	statices|statics
statics	statices|static
stationery	stationeries
statistics	statistic
statuary	statuaries
statued	statuing|status
stature	statured|statures
status	statuing|statued
statute	statuted|statutes|statuting
staves	stave|staved|staving
steak	steaks
stealing	stole|stealings|steal|stolen|steals
stealth	stealths
steam	steamed|steams|steaming
steapsin	steapsins
stearin	stearins
steatite	steatites
steatosis	steatoses
steel	steels|steeled|steeling
steelify	steelified|steelifying
steelwork	steelworking|steelworks
steelyard	steelyards
steenbok	steenboks
steepen	steepening|steepened|steepens
steeping	steep|steeped|steeps
steepled	steeples|steeple
steerage	steerages
steering	steer|steered|steers
steersman	steersmen
stellated	stellate
stemma	stemmas
stemmed	stems|stem|stemming
stemming	stems|stemmed|stem
stemware	stemwares
steno	stenos
stenosed	stenoses
stenosis	stenoses
stepchild	stepchildren
steppe	stepped|stepping|steppes
stepped	stepping|steps|step
steps	stepped|stepping|step
stereo	stereoing|stereos|stereoed
stereoscope	stereoscopes
stereoscopy	stereoscopies
stereotyped	stereotyping|stereotypes|stereotype
stereotypes	stereotyping|stereotyped|stereotype
stereotyping	stereotyped|stereotypes|stereotype
stereotypy	stereotypies
steric	sterics
sterigma	sterigmas
sterility	sterilities
sterilization	sterilizations
sterling	sterlings
sternite	sternites
sternum	sternums
sternward	sternwards
sternwards	sternward
stethoscopy	stethoscopies
steward	stewards|stewarded|stewarding
stewardess	stewardesses
stewed	stewing|stew|stews
stibium	stibiums
stibnite	stibnites
stickful	stickfuls
stickman	stickmen
stiffen	stiffening|stiffened|stiffens
stiffened	stiffening|stiffen|stiffens
stifled	stifles|stifling|stifle
stilbite	stilbites
stiletto	stilettoing|stilettoes|stilettoed|stilettos
stillman	stillmen
stilted	stilts|stilt|stilting
stimulant	stimulants
stimulating	stimulate|stimulated|stimulates
stimulation	stimulations
stingo	stingos
stipes	stiped|stipe
stipulated	stipulating|stipulate|stipulates
stipule	stipules|stipuled
stipuled	stipule|stipules
stirps	stirp
stirring	stirs|stirred|stir|stirrings
stitched	stitching|stitch|stitches
stitching	stitch|stitched|stitches
stoa	stoas
stockfish	stockfishes
stockinet	stockinets
stockman	stockmen
stockpiling	stockpile|stockpiles|stockpiled
stocks	stocking|stocked|stock
stoicism	stoicisms
stola	stolas
stoled	stoles|stole
stolen	stole|steals|stealing|steal
stoma	stomas|stomata
stomach	stomached|stomaching|stomaches
stomodaeum	stomodaeums
stoned	stone|stoning|stones
stoneman	stonemen
stonework	stoneworks
stood	standing|stand|stands
stoping	stopes|stope|stoped
storax	storaxes
stored	store|storing|stores
storekeeping	storekeep
storeman	storemen
stores	store|stored|storing
storeyed	storey|storeys
storied	storying|story|stories
stover	stovers
stowage	stowages
stowing	stows|stowed|stow
str	string
straggling	straggle|straggled|straggles
straighten	straightens|straightened|straightening
straightforward	straightforwards
strained	straining|strain|strains
straiten	straitened|straitens|straitening
straitened	straitening|straitens|straiten
straitlaced	straitlacing
stranded	strands|strand|stranding
strangulation	strangulations
strappado	strappadoes
strapped	straps|strapping|strap
strapping	straps|strapped|strap
strass	strasses
strata	stratas
strategic	strategics
strategics	strategic
strategy	strategies
stratification	stratifications
stratified	stratifies|stratify|stratifying
stratum	strata|stratums
straw	straws|strawing|strawed
streaming	streamed|stream|streams
streamlined	streamlining|streamline|streamlines
streeted	streets|street
strength	strengthed|strengths
strengthen	strengthened|strengthens|strengthening
strengthened	strengthen|strengthens|strengthening
strep	streps
stretched	stretches|stretching|stretch
stretching	stretches|stretch|stretched
stretto	strettos
strewn	strews|strewing|strew|strewed
striated	striate|striating|striates
striation	striations
strickling	strickles|strickle|strickled
stricture	strictured|strictures
strictured	strictures|stricture
stridor	stridors
strife	strifes
strikes	strike|striking|struck
stringed	stringing
stringency	stringencies
stringendo	stringendos
stringhalt	stringhalted
stringhalted	stringhalt
striped	striping|stripe|stripes
stripes	striping|stripe|striped
stripped	strips|stripping|strip
striven	strives|strove|strive|striving
stroboscope	stroboscopes
strode	strides|stride|striding
strontia	strontias
strove	strives|striven|strive|striving
struck	strike|strikes|striking
struma	strumas
strung	strings|string|stringing
stubbed	stub|stubs|stubbing
stubble	stubbled|stubbling|stubbles
studding	stud|studdings|studs|studded
studied	studies|study|studying
studies	studying|study|studied
stuff	stuffing|stuffs|stuffed
stuffed	stuff|stuffs|stuffing
